// Note : 키(ID)와 내용은 반드시 탭으로 구분되어야 합니다.
//
IN_000_000	Swords [Dex]
IN_033_014	A Lvl Steel Spar Glv.
IN_033_015	C Lvl Rock Mil. Glove
IN_033_016	B Lvl Rock Mil. Glv
IN_033_017	A Lvl Rock Mil. Glv
IN_033_018	C Mithril Gloves
IN_033_019	B Mithril Gloves
IN_033_020	A Mithril Gloves
IN_034_000	Swordsman Gloves
IN_034_001	Kendo Gloves [C]
IN_034_002	Kendo Gloves [B]
IN_034_003	Shogun Gloves [D]
IN_034_004	Shogun Gloves [C]
IN_034_005	Shogun Gloves [B]
IN_034_006	Vagrant Gloves [D]
IN_034_007	Vagrant Gloves [C]
IN_034_008	Vagrant Gloves [B]
IN_034_009	Drifter Gloves [D]
IN_034_010	Drifter Gloves [C]
IN_034_011	Drifter Gloves [B]
IN_034_012	C Lvl Steel Swrd Glv.
IN_034_013	B Lvl Steel Swrd Glv.
IN_034_014	A Lvl Steel Swrd Glv.
IN_034_015	C lvl Rock Swrd Glv.
IN_034_016	B lvl Rock Swrd Glv.
IN_034_017	A lvl Rock Swrd Glv.
IN_034_018	C Damascus Gloves
IN_034_019	B Damascus Gloves
IN_034_020	Damascus Gloves
IN_035_000	Archer Gloves
IN_035_001	Tight Gloves [C]
IN_035_002	Tight Gloves [B]
IN_035_003	Hunter Gloves [D]
IN_035_004	Hunter Gloves [C]
IN_035_005	Hunter Gloves [B]
IN_035_006	Archer Gloves [D]
IN_035_007	Archer Gloves [C]
IN_035_008	Archer Gloves [B]
IN_035_009	C Lvl Arch Leather Gloves
IN_035_010	B Lvl Arch Leather Gloves
IN_035_011	A Lvl Arch Leather Gloves
IN_035_012	C Lvl Steel Arch.Glv
IN_035_013	B Lvl Steel Arch.Glv
IN_035_014	A Lvl Steel Arch.Glv
IN_035_015	C Lvl Rock Arch. Glv
IN_035_016	B Lvl Rock Arch. Glv
IN_035_017	A Lvl Rock Arch. Glv
IN_035_018	C Crystal Gloves [A]
IN_035_019	B Crystal Gloves [A]
IN_035_020	A Crystal Gloves [A]
IN_036_000	Shaman Gloves
IN_036_001	Cleric Mittens [C]
IN_036_002	Cleric Mittens [B]
IN_036_003	Mage Mittens [D]
IN_036_004	Mage Mittens [C]
IN_036_005	Mage Mittens [B]
IN_036_006	Shaman Mittens [D]
IN_036_007	Shaman Mittens [C]
IN_036_008	Shaman Mittens [B]
IN_036_009	Ritual Mittens [D]
IN_036_010	Ritual Mittens [C]
IN_036_011	Ritual Mittens [B]
IN_036_012	C Lvl Steel Glv.
IN_036_013	B Lvl Steel Glv.
IN_036_014	A Lvl Steel Glv.
IN_036_015	C Lvl Rock QG Glv
IN_036_016	B Lvl Rock QG Glv
IN_036_017	A Lvl Rock QG Glv
IN_036_018	C Ebony Mittens
IN_036_019	B Ebony Mittens
IN_036_020	A Ebony Mittens
IN_037_000	Temp
IN_038_000	Sacred Gate Male Top
IN_038_001	Preparatory Top
IN_038_002	Preparatory Top [B]
IN_038_003	Freshman Top
IN_038_004	Freshman Top [B]
IN_038_005	Sophomore Top
IN_038_006	Sophomore Top [B]
IN_038_007	Junior Top
IN_038_008	Junior Top [B]
IN_038_009	Senior Top
IN_038_010	Senior Top [B]
IN_039_000	Archer Coat
IN_039_001	Tight Suit [C]
IN_039_002	Tight Suit [B]
IN_039_003	Hunter Suit [D]
IN_039_004	Hunter Suit [C]
IN_039_005	Hunter Suit [B]
IN_039_006	Archer Suit [D]
IN_039_007	Archer Suit [C]
IN_039_008	Archer Suit [B]
IN_039_009	C Lvl Arch Leather Coat
IN_039_010	B Lvl Arch Leather Coat
IN_039_011	A Lvl Arch Leather Coat
IN_039_012	C Lvl Steel Arch.Coat
IN_039_013	B Lvl Steel Arch.Coat
IN_039_014	A Lvl Steel Arch.Coat
IN_039_015	C Lvl Rock Arch. Coat
IN_039_016	B Lvl Rock Arch. Coat
IN_039_017	A Lvl Rock Arch. Coat
IN_039_018	C Crystal Suit
IN_039_019	B Crystal Suit
IN_039_020	A Crystal Suit
IN_040_000	Shaman Coat
IN_040_001	Cleric Cloth [C]
IN_040_002	Cleric Cloth [B]
IN_040_003	Mage Cloth [D]
IN_040_004	Mage Cloth [C]
IN_040_005	Mage Cloth [B]
IN_040_006	Shaman Cloth [D]
IN_040_007	Shaman Cloth [C]
IN_040_008	Shaman Cloth [B]
IN_040_009	Ritual Cloth [D]
IN_040_010	Ritual Cloth [C]
IN_040_011	Ritual Cloth [B]
IN_040_012	C Lvl Steel Coat
IN_040_013	B Lvl Steel Coat
IN_040_014	A Lvl Steel Coat
IN_040_015	C Lvl Rock Suit
IN_040_016	B Lvl Rock Suit
IN_040_017	A Lvl Rock Suit
IN_040_018	C Ebony Robe
IN_040_019	B Ebony Robe
IN_040_020	A Ebony Robe
IN_041_000	Sacred Gate Male Bottom
IN_041_001	Preparatory Bottom
IN_041_002	Preparatory Bottom [B]
IN_041_003	Freshman Bottom
IN_041_004	Freshman Bottom [B]
IN_041_005	Sophomore Bottom
IN_041_006	Sophomore Bottom [B]
IN_041_007	Junior Bottom
IN_041_008	Junior Bottom [B]
IN_041_009	Senior Bottom
IN_041_010	Senior Bottom [B]
IN_042_000	Archer Pants
IN_042_001	Tight Skirt [C]
IN_042_002	Tight Skirt [B]
IN_042_003	Hunter Skirt [D]
IN_042_004	Hunter Skirt [C]
IN_042_005	Hunter Skirt [B]
IN_042_006	Archer Jeans [D]
IN_042_007	Archer Jeans [C]
IN_042_008	Archer Jeans [B]
IN_042_009	C Lvl Arch Leather Pants
IN_042_010	B Lvl Arch Leather Pants
IN_042_011	A Lvl Arch Leather Pants
IN_042_012	C Lvl Steel Arch.Skirt
IN_042_013	B Lvl Steel Arch.Skirt
IN_042_014	A Lvl Steel Arch.Skirt
IN_042_015	C Lvl Rock Arch. Skirt
IN_042_016	B Lvl Rock Arch. Skirt
IN_042_017	A Lvl Rock Arch. Skirt
IN_042_018	C Crystal Leggings
IN_042_019	B Crystal Leggings
IN_042_020	A Crystal Leggings
IN_043_000	Shaman Leggings
IN_043_001	Cleric Leggings [C]
IN_043_002	Cleric Leggings [B]
IN_043_003	Mage Leggings [D]
IN_043_004	Mage Leggings [C]
IN_043_005	Mage Leggings [B]
IN_043_006	Shaman Leggings [D]
IN_043_007	Shaman Leggings [C]
IN_043_008	Shaman Leggings [B]
IN_043_009	Ritual Leggings [D]
IN_043_010	Ritual Leggings [C]
IN_043_011	Ritual Leggings [B]
IN_043_012	C Lvl Steel Skirt
IN_043_013	B Lvl Steel Skirt
IN_043_014	A Lvl Steel Skirt
IN_043_015	C Lvl Rock Pants
IN_043_016	B Lvl Rock Pants
IN_043_017	A Lvl Rock Pants
IN_043_018	C Ebony Pants
IN_043_019	B Ebony Pants
IN_043_020	A Ebony Pants
IN_044_000	Female Boots
IN_044_001	Preparatory Boots
IN_044_002	Preparatory Boots [B]
IN_044_003	Freshman Boots
IN_044_004	Freshman Boots [B]
IN_044_005	Sophomore Boots
IN_044_006	Sophomore Boots [B]
IN_044_007	Junior Boots
IN_044_008	Junior Boots [B]
IN_044_009	Senior Boots
IN_044_010	Senior Boots [B]
IN_045_000	Archer Shoes
IN_045_001	Tight Heels [C]
IN_045_002	Tight Heels [B]
IN_045_003	Hunter Heels [D]
IN_045_004	Hunter Heels [C]
IN_045_005	Hunter Heels [B]
IN_045_006	Archer Heels [D]
IN_045_007	Archer Heels [C]
IN_045_008	Archer Heels [B]
IN_045_009	C Lvl Arch Leather Shoes
IN_045_010	B Lvl Arch Leather Shoes
IN_045_011	A Lvl Arch Leather Shoes
IN_045_012	C Lvl Arch Steel Shoes
IN_045_013	B Lvl Arch Steel Shoes
IN_045_014	A Lvl Arch Steel Shoes
IN_045_015	C Lvl Rock Arch. Shoe
IN_045_016	B Lvl Rock Arch. Shoe
IN_045_017	A Lvl Rock Arch. Shoe
IN_045_018	C Crystal Boots
IN_045_019	B Crystal Boots
IN_045_020	A Crystal Boots
IN_046_000	Shaman Shoes
IN_046_001	Cleric Shoes [C]
IN_046_002	Cleric Shoes [B]
IN_046_003	Mage Shoes [D]
IN_046_004	Mage Shoes [C]
IN_046_005	Mage Shoes [B]
IN_046_006	Shaman Shoes [D]
IN_046_007	Shaman Shoes [C]
IN_046_008	Shaman Shoes [B]
IN_046_009	Ritual Shoes [D]
IN_046_010	Ritual Shoes [C]
IN_046_011	Ritual Shoes [B]
IN_046_012	C Lvl Steel Shoes
IN_046_013	B Lvl Steel Shoes
IN_046_014	A Lvl Steel Shoes
IN_046_015	C Lvl Rock Shoes
IN_046_016	B Lvl Rock Shoes
IN_046_017	A Lvl Rock Shoes
IN_046_018	C Ebony Boots
IN_046_019	B Ebony Boots
IN_046_020	A Ebony Boots
IN_047_000	Temp
IN_048_000	Temp
IN_049_000	Temp
IN_050_000	Sacred Gate Female Top
IN_050_001	Preparatory Top
IN_050_002	Preparatory Top [B]
IN_050_003	Freshman Top
IN_050_004	Freshman Top [B]
IN_050_005	Sophomore Top
IN_050_006	Sophomore Top [B]
IN_050_007	Junior Top
IN_050_008	Junior Top [B]
IN_050_009	Senior Top
IN_050_010	Senior Top [B]
IN_051_000	Brawler Coat
IN_051_001	Judo Robe [C]
IN_051_002	Judo Robe [B]
IN_051_003	Fighter Robe [D]
IN_051_004	Fighter Robe [C]
IN_051_005	Fighter Robe [B]
IN_051_006	Brawler Robe [D]
IN_051_007	Brawler Robe [C]
IN_051_008	Brawler Robe [B]
IN_051_009	Mercenary Robe [D]
IN_051_010	Mercenary Robe [C]
IN_051_011	Mercenary Robe [B]
IN_051_012	C Lvl Martial Robe
IN_051_013	B Lvl Martial Robe
IN_051_014	A Lvl Martial Robe
IN_051_015	C Lvl Rock Mil. Robe
IN_051_016	B Lvl Rock Mil. Robe
IN_051_017	A Lvl Rock Mil. Robe
IN_051_018	C Mithril Coat
IN_051_019	B Mithril Coat
IN_051_020	A Mithril Coat
IN_052_000	Swordsman Coat
IN_052_001	Kendo Coat [C]
IN_052_002	Kendo Coat [B]
IN_052_003	Shogun Coat [D]
IN_052_004	Shogun Coat [C]
IN_052_005	Shogun Coat [B]
IN_052_006	Vagrant Coat [D]
IN_052_007	Vagrant Coat [C]
IN_052_008	Vagrant Coat [B]
IN_052_009	Drifter Coat [D]
IN_052_010	Drifter Coat [C]
IN_052_011	Drifter Coat [B]
IN_052_012	C Lvl Steel Swrd Coat
IN_052_013	B Lvl Steel Swrd Coat
IN_052_014	A Lvl Steel Swrd Coat
IN_052_015	C Lvl Rock Swrd Coat
IN_052_016	B Lvl Rock Swrd Coat
IN_052_017	A Lvl Rock Swrd Coat
IN_052_018	C Damascus Vest
IN_052_019	B Damascus Vest
IN_052_020	A Damascus Vest
IN_053_000	Sacred Gate Male Bottom
IN_053_001	Preparatory Bottom
IN_053_002	Preparatory Bottom [B]
IN_053_003	Freshman Bottom
IN_053_004	Freshman Bottom [B]
IN_053_005	Sophomore Bottom
IN_053_006	Sophomore Bottom [B]
IN_053_007	Junior Bottom
IN_053_008	Junior Bottom [B]
IN_053_009	Senior Bottom
IN_053_010	Senior Bottom [B]
IN_054_000	Brawler Pants
IN_054_001	Judo Pants [C]
IN_054_002	Judo Pants [B]
IN_054_003	Fighter Pants [D]
IN_054_004	Fighter Pants [C]
IN_054_005	Fighter Pants [B]
IN_054_006	Brawler Pants [D]
IN_054_007	Brawler Pants [C]
IN_054_008	Brawler Pants [B]
IN_054_009	Mercenary Pants [D]
IN_054_010	Mercenary Pants [C]
IN_054_011	Mercenary Pants [B]
IN_054_012	C Lvl Steel Martial Pants
IN_054_013	B Lvl Steel Martial Pants
IN_054_014	A Lvl Steel Martial Pants
IN_054_015	C Lvl Rock Mil. Pants
IN_054_016	B Lvl Rock Mil. Pants
IN_054_017	A Lvl Rock Mil. Pants
IN_054_018	C Mithril Pants
IN_054_019	B Mithril Pants
IN_054_020	A Mithril Pants
IN_055_000	Swordsman Pants
IN_055_001	Kendo Pants [C]
IN_055_002	Kendo Pants [B]
IN_055_003	Shogun Pants [D]
IN_055_004	Shogun Pants [C]
IN_055_005	Shogun Pants [B]
IN_055_006	Vagrant Pants [D]
IN_055_007	Vagrant Pants [C]
IN_055_008	Vagrant Pants [B]
IN_055_009	Drifter Pants [D]
IN_055_010	Drifter Pants [C]
IN_055_011	Drifter Pants [B]
IN_055_012	C Lvl Fine Steel Pants
IN_055_013	B Lvl Fine Steel Pants
IN_055_014	A Lvl Fine Steel Pants
IN_055_015	C Lvl Rock Swrd Pants
IN_055_016	B Lvl Rock Swrd Pants
IN_055_017	A Lvl Rock Swrd Pants
IN_055_018	C Damascus Pants
IN_055_019	B Damascus Pants
IN_055_020	A Damascus Pants
IN_056_000	Male Boots
IN_056_001	Preparatory Boots [D]
IN_056_002	Preparatory Boots
IN_056_003	Freshman Boots
IN_056_004	Freshman Boots [B]
IN_056_005	Sophomore Boots
IN_056_006	Sophomore Boots [B]
IN_056_007	Junior Boots
IN_056_008	Junior Boots [B]
IN_056_009	Senior Boots
IN_056_010	Senior Boots [B]
IN_057_000	Brawler Boots
IN_057_001	Judo Shoes [C]
IN_057_002	Judo Shoes [B]
IN_057_003	Fighter Shoes [D]
IN_057_004	Fighter Shoes [C]
IN_057_005	Fighter Shoes [B]
IN_057_006	Brawler Shoes [D]
IN_057_007	Brawler Shoes [C]
IN_057_008	Brawler Shoes [B]
IN_057_009	Mercenary Shoes [D]
IN_057_010	Mercenary Shoes [C]
IN_057_011	Mercenary Shoes [B]
IN_057_012	C Lvl Steel Martial Shoes
IN_057_013	B Lvl Steel Martial Shoes
IN_057_014	A Lvl Steel Martial Shoes
IN_057_015	C Lvl Rock Martial Shoes
IN_057_016	B Lvl Rock Martial Shoes
IN_057_017	A Lvl Rock Martial Shoes
IN_057_018	C Mithril Shoes
IN_057_019	B Mithril Shoes
IN_057_020	A Mithril Shoes
IN_058_000	Swordsman Shoes
IN_058_001	Kendo Shoes [C]
IN_058_002	Kendo Shoes [B]
IN_058_003	Shogun Shoes [D]
IN_058_004	Shogun Shoes [C]
IN_058_005	Shogun Shoes [B]
IN_058_006	Vagrant Shoes [D]
IN_058_007	Vagrant Shoes [C]
IN_058_008	Vagrant Shoes [B]
IN_058_009	Drifter Shoes [D]
IN_058_010	Drifter Shoes [C]
IN_058_011	Drifter Shoes [B]
IN_058_012	C Lvl Steel Swrd Boots
IN_058_013	B Lvl Steel Swrd Boots
IN_058_014	A Lvl Steel Swrd Boots
IN_058_015	C Lvl Rock Swrd Shoes
IN_058_016	B Lvl Rock Swrd Shoes
IN_058_017	A Lvl Rock Swrd Shoes
IN_058_018	C Damascus Boots
IN_058_019	B Damascus Boots
IN_058_020	A Damascus Boots
IN_059_000	Necklaces
IN_059_001	Wooden Necklace
IN_059_002	Wooden Necklace [Lvl:30]
IN_059_003	Darkish Necklace [Lvl:30]
IN_059_004	Stone Necklace [Lvl:30]
IN_059_005	Osteal Necklace [Lvl:30]
IN_059_006	Bone Rosary [Lvl:30]
IN_059_007	Wooden Necklace [Lvl:80]
IN_059_008	Darkish Necklace [Lvl:80]
IN_059_009	Stone Necklace [Lvl:80]
IN_059_010	Osteal Necklace [Lvl:80]
IN_059_011	Bone Rosary [Lvl:80]
IN_059_012	Wooden Necklace [Lvl:120]
IN_059_013	Darkish Necklace [Lvl:120]
IN_059_014	Stone Necklace [Lvl:120]
IN_059_015	Osteal Necklace [Lvl:120]
IN_059_016	Bone Rosary [Lvl:120]
IN_059_017	Wooden Necklace [Lvl:180]
IN_059_018	Darkish Necklace [Lvl:180]
IN_059_019	Stone Necklace [Lvl:180]
IN_059_020	Osteal Necklace [Lvl:180]
IN_059_021	Bone Rosary [Lvl:180]
IN_059_022	Time Rosary [Lvl:30]
IN_059_023	Time Rosary [Lvl:30]
IN_059_024	Time Rosary [Lvl:30]
IN_059_025	Time Rosary [Lvl:30]
IN_059_026	Time Rosary [Lvl:30]
IN_059_027	Time Rosary [Lvl:30]
IN_059_028	Time Rosary [Lvl:30]
IN_059_029	Time Rosary [Lvl:30]
IN_059_030	Time Rosary [Lvl:30]
IN_059_031	Time Rosary [Lvl:30]
IN_059_032	Time Rosary [Lvl:30]
IN_059_033	Time Rosary [Lvl:30]
IN_059_034	Time Rosary [Lvl:30]
IN_059_035	Time Rosary [Lvl:30]
IN_059_036	Time Rosary [Lvl:30]
IN_059_037	Azure Pendent I
IN_059_038	Azure Pendent II
IN_059_039	Azure Pendent III
IN_059_040	Azure Pendent VI
IN_059_041	Azure Pendent V
IN_059_042	Silvery Headguard I
IN_059_043	Silvery Headguard II
IN_059_044	Silvery Headguard III
IN_059_045	Silvery Headguard VI
IN_059_046	Silvery Headguard V
IN_060_000	Rare Item [Rosary]
IN_060_001	Black Rosary
IN_060_002	Soul Recall Rosary
IN_060_003	LoHan Rosary
IN_060_004	Temp
IN_060_005	Temp
IN_060_006	Temp
IN_060_007	Temp
IN_060_008	Black Rosary [Lvl:30]
IN_060_009	Soul Recall Rosary [Lvl:30]
IN_060_010	LoHan Rosary [Lvl:30]
IN_060_011	Bone Rosary [Lvl:30]
IN_060_012	Azrael Rosary [Lvl:30]
IN_060_013	Soul Rosary [Lvl:30]
IN_060_014	Temp
IN_060_015	Temp
IN_060_016	Temp
IN_060_017	Temp
IN_060_018	Black Rosary [Lvl:80]
IN_060_019	Soul Recall Rosary [Lvl:80]
IN_060_020	LoHan Rosary [Lvl:80]
IN_060_021	Bone Rosary [Lvl:80]
IN_060_022	Azrael Rosary [Lvl:80]
IN_060_023	Soul Rosary [Lvl:80]
IN_060_024	Spatial Rosary [Lvl:80]
IN_060_025	Temp
IN_060_026	Temp
IN_060_027	Temp
IN_060_028	Temp
IN_060_029	Black Rosary [Lvl:120]
IN_060_030	Soul Recall Rosary [Lvl:120]
IN_060_031	LoHan Rosary [Lvl:120]
IN_060_032	Bone Rosary [Lvl:120]
IN_060_033	Azrael Rosary [Lvl:120]
IN_060_034	Soul Rosary [Lvl:120]
IN_060_035	Spatial Rosary [Lvl:120]
IN_060_036	Temp
IN_060_037	Temp
IN_060_038	Temp
IN_060_039	Temp
IN_060_040	Black Rosary [Lvl:180]
IN_060_041	Soul Recall Rosary [Lvl:180]
IN_060_042	LoHan Rosary [Lvl:180]
IN_060_043	Bone Rosary [Lvl:180]
IN_060_044	Azrael Rosary [Lvl:180]
IN_060_045	Soul Rosary [Lvl:180]
IN_060_046	Spatial Rosary [Lvl:180]
IN_060_051	Wooden Rosary
IN_060_052	Resurrection Rosary
IN_060_053	Nahan Rosary
IN_060_054	Bone Rosary
IN_060_055	Azrael Rosary
IN_060_056	Spirit Rosary
IN_060_057	Spatial Rosary
IN_060_058	Obsidian Necklace
IN_060_059	Moonstone Necklace
IN_060_060	Neclace of soared soul
IN_060_061	Necklace of frozen soul
IN_060_062	Lapiaz Rosary
IN_060_063	Wooden Rosary
IN_060_064	Resurrection Rosary
IN_060_065	Nahan Rosary
IN_060_066	Bone Rosary
IN_060_067	Azrael Rosary
IN_060_068	Spirit Rosary
IN_060_069	Spatial Rosary
IN_061_000	Rings
IN_061_001	Copper Tin Ring
IN_061_002	Copper Ring
IN_061_003	Copper Tin Ring [Lvl:30]
IN_061_004	Copper Ring [Lvl:30]
IN_061_005	Copper Tin Ring [Lvl:80]
IN_061_006	Copper Tin Ring [Lvl:120]
IN_061_007	Copper Tin Ring [Lvl:180]
IN_061_008	Radiant Silver Ring I
IN_061_009	Radiant Silver Ring II
IN_061_010	Radiant Silver Ring III
IN_061_011	Radiant Silver Ring VI
IN_061_012	Radiant Silver Ring V
IN_061_013	Aegis Cross Bracelet I
IN_061_014	Aegis Cross Bracelet III
IN_061_015	Aegis Cross Bracelet III
IN_061_016	Aegis Cross Bracelet VI
IN_061_017	Aegis Cross Bracelet V
IN_061_018	Iris Bracelet
IN_061_019	Onyx Bracelet
IN_061_020	Peridot Bracelet
IN_061_021	Spinel Bracelet
IN_061_022	Blue Marine Rosary
IN_061_023	Arenium Bracelet
IN_061_024	Rose Quartz Bracelet
IN_061_025	Ring of Destruction
IN_061_026	Ring of Twilight
IN_061_027	Blue Stone Rosary
IN_061_028	Alloy Ring
IN_061_029	Jade Ring
IN_061_030	Obi Ring
IN_061_031	Osteal Ring
IN_061_032	Dark Ring
IN_061_033	Parison Ring
IN_061_034	Spirit Ring
IN_061_035	Spatial Ring
IN_061_036	Vanadium Ring
IN_061_037	Iris Bracelet
IN_061_038	Onyx Bracelet
IN_062_000	Rare Item [Rings]
IN_062_001	Alloy Ring
IN_062_002	Jade Ring
IN_062_003	Silver Ring
IN_062_004	Aruhagen Ring
IN_062_005	Angle Bone Ring
IN_062_006	Dark Ring
IN_062_007	Vanish Ring
IN_062_008	Soul Ring
IN_062_009	Space Ring
IN_062_010	Alloy Ring [Lvl:30]
IN_062_011	Jade Ring [Lvl:30]
IN_062_012	Silver Ring [Lvl:30]
IN_062_013	Aruhagen Ring [Lvl:30]
IN_062_014	Angle Bone Ring [Lvl:30]
IN_062_015	Dark Ring [Lvl:30]
IN_062_016	Vanish Ring [Lvl:30]
IN_062_017	Soul Ring [Lvl:30]
IN_062_018	Space Ring [Lvl:30]
IN_062_019	Alloy Ring [Lv:80]
IN_062_020	Jade Ring [Lv:80]
IN_062_021	Silver Ring [Lv:80]
IN_062_022	Aruhagen Ring [Lv:80]
IN_062_023	Angle Bone Ring [Lv:80]
IN_062_024	Dark Ring [Lv:80]
IN_062_025	Vanish Ring [Lv:80]
IN_062_026	Soul Ring [Lv:80]
IN_062_027	Space Ring [Lv:80]
IN_062_028	Alloy Ring [Lv:120]
IN_062_029	Jade Ring [Lv:120]
IN_062_030	Silver Ring [Lv:120]
IN_062_031	Aruhagen Ring [Lv:120]
IN_062_032	Angle Bone Ring [Lv:120]
IN_062_033	Dark Ring [Lv:120]
IN_062_034	Vanish Ring [Lv:120]
IN_062_035	Soul Ring [Lv:120]
IN_062_036	Space Ring [Lv:120]
IN_062_037	Alloy Ring [Lv:180]
IN_062_038	Jade Ring [Lv:180]
IN_062_039	Silver Ring [Lv:80]
IN_062_040	Aruhagen Ring [Lv:180]
IN_062_041	Angle Bone Ring [Lv:180]
IN_062_042	Dark Ring [Lv:180]
IN_062_043	Vanish Ring [Lv:180]
IN_062_044	Soul Ring [Lv:180]
IN_062_045	Space Ring [Lv:180]
IN_062_046	Silver Ring [Lv:180]
IN_062_047	Alloy Ring
IN_062_048	Jade Ring
IN_062_049	Obi Ring
IN_062_050	Osteal Ring
IN_062_051	Dark Ring
IN_062_052	Parison Ring
IN_062_053	Spirit Ring
IN_062_054	Spatial Ring
IN_062_055	Vanadium Ring
IN_062_056	Unique Parison Ring
IN_063_000	Temp
IN_063_001	Beret_Red
IN_063_002	Beret_Blue
IN_063_003	Beret_Green
IN_063_004	Beret_Black
IN_064_000	Temp
IN_065_000	2009 Quest Reward Item
IN_065_001	Oblivion Potion (20Pt)
IN_065_002	Outstanding Student Badge
IN_065_003	Certificate of Merit
IN_065_004	Exemplary Certificate
IN_065_005	Specialty Certificate
IN_065_006	Student Counselor Recommendation
IN_065_007	Powered Gory Gauntlet
IN_065_008	Powered Heavy Gory Gauntlet
IN_065_009	Powered Vital Gory Gauntlet
IN_065_010	Powered Warrior Sword
IN_065_011	Powered Plain Sword
IN_065_012	Powered Vital Dinkum Sword
IN_065_013	Powered Short Cross Bow
IN_065_014	Powered Giant Alloy Bow
IN_065_015	Powered Giant Vital Bow
IN_065_016	Powered Staff of Divination
IN_065_017	Ring of Suna Jo
IN_065_018	Temp
IN_065_019	Leonine Senior Uniform Top
IN_065_020	Leonine Senior Uniform Pants
IN_065_021	Leonine Senior Uniform Shoes
IN_065_022	Necklace of Suna Jo
IN_065_023	Reformed Steel Gauntlet
IN_065_024	Reformed Heavy Steel Gauntlet
IN_065_025	Reformed Vital Steel Gauntlet
IN_065_026	Reformed Battle Sword
IN_065_027	Reformed Dimensional Blade
IN_065_028	Reformed Vital Battle Sword
IN_065_029	Reformed Short Wooden Bow
IN_065_030	Reformed Long Wooden Bow
IN_065_031	Reformed Vital Long Wooden Bow
IN_065_032	Reformed Gold Spear
IN_065_033	Reformed Striking Wand
IN_065_034	Powered Ring of Suna Jo
IN_065_035	Taxi Card
IN_065_036	Reformed Gauntlet of Destruction
IN_065_037	Reformed Heavy Gauntlet of Destruction
IN_065_038	Reformed Vital Gauntlet of Destruction
IN_065_039	Reformed Broad Sword
IN_065_040	Reformed Giant Blade
IN_065_041	Reformed Vital Broad Sword
IN_065_042	Reformed Composite Short Wooden Bow
IN_065_043	Reformed Composite Long Wooden Bow
IN_065_044	Reformed Composite Vital Long Wooden Bow
IN_065_045	Reformed Tiger Spear
IN_065_046	Reformed Wand of Heaven
IN_065_047	Oblivion Potion (30Pt)
IN_065_048	Temp
IN_065_049	Elite Uniform Top
IN_065_050	Elite Uniform Pants
IN_065_051	Elite Uniform Shoes
IN_065_052	Ring of Daian
IN_065_053	Piece of Vicious Mind
IN_065_054	Paranovan's Orb
IN_065_055	Temp
IN_065_056	Start Point Card [5D](Not for Sale)
IN_065_057	Last Point Card [5D](Not for Sale)
IN_065_058	Friend Link Card [5D](Not for Sale)
IN_065_059	Resurrection Rosary [5D](Not for Sale)
IN_065_060	Ring of Saintroll (C)
IN_065_061	Ring of Saintroll (B)
IN_065_062	Ring of Saintroll (A)
IN_065_063	Necklace of Disillusion
IN_065_064	Daramai HP Recovery
IN_065_065	Daramai SP Recovery
IN_065_066	Daramai MP Recovery
IN_065_067	Vigor of Warrior
IN_065_068	Heart of Warrior
IN_065_069	Spirit of Warrior
IN_065_070	Upgraded Desert Gun
IN_065_071	Upgraded Recoil Railgun
IN_065_072	Upgraded Recoil Portal Gun
IN_065_073	Reformed Phantom Gun
IN_065_074	Reformed Spectrum Railgun
IN_065_075	Reformed Spectrum Portal Gun
IN_065_076	Reformed Silver Gun
IN_065_077	Reformed Custom Railgun
IN_065_078	Reformed Custom Portal Gun
IN_065_079	Phantom Necklace I Class
IN_065_080	Phantom Necklace II Class
IN_065_081	Phantom Necklace III Class
IN_065_082	Phantom Necklace VI Class
IN_065_083	Phantom Necklace V Class
IN_065_084	Dynamic Valor Havoc Spear
IN_065_085	Dynamic Valor Scythe
IN_065_086	Dynamic Valor Shuriken
IN_065_087	Reformed Arrase's Erythron Soul Slasher Spear
IN_065_088	Reformed Arrase's Erythron Scythe
IN_065_089	Reformed Arrase's Erythron Shuriken
IN_065_090	Reformed Arrase's Valor Havoc Spear
IN_065_091	Reformed Arrase's Valor Scythe
IN_065_092	Reformed Arrase's Chaos Shuriken
IN_065_093	Murakano Blood Sample
IN_065_094	Adoniechus Bracelet C (3H)
IN_065_095	Adoniechus Bracelet C (6H)
IN_065_096	Amanuoruoyin's Clearance Hat
IN_065_097	Amanuoyin's Gift Top (1D)
IN_065_098	Amanuoyin's Gift Pants (1D)
IN_065_099	Amanuoyin's Gift Gloves(1D)
IN_065_100	Amanuoyin's Gift Shoes(1D)
IN_065_101	Amanuoruoyin's Suit Top (7D)
IN_065_102	Amanuoruoyin's Suit Pants (7D)
IN_065_103	Amanuoruoyin's Suit Gloves (7D)
IN_065_104	Amanuoruoyin's Suit Shoes (7D)
IN_065_105	Absolute HP Recovery
IN_065_106	Absolute HP Recovery (2000P) Box
IN_065_107	Garnet Mighty Fist (N)
IN_065_108	Garnet Bizarre Fist (N)
IN_065_109	Garnet Nimble Fist (N)
IN_065_110	Diamonds Are Forever Earring (7D)
IN_065_111	Chicken Costume Box (1D) [~60]
IN_065_112	Chicken Costume Hat (1D)
IN_065_113	Chicken Costume Top (1D)
IN_065_114	Chicken Costume Bottom (1D)
IN_065_115	Chicken Costume Gloves (1D)
IN_065_116	Chicken Costume Boots (1D)
IN_065_117	Sunglasses (7D) [90~190]
